[Header]
Application Name	LabSolutions
Version	5.82 SP1
Data File Name	/somewhere/130617_MEC_F_061_C_32286_001_0_002_002_T.lcd
Output Date	2016/12/28
Output Time	10:25:10

[MS Spectrum]
# of Peaks	390
Raw Spectrum	[1.908->3.483],(scan:[230->419])
Background	No Background Spectrum
Base Peak	m/z 798.55 (Inten : 389,051)
m/z	Absolute Intensity	Relative Intensity
62.9982	13026	0.8904
63.0982	13130	0.8975
63.1982	13234	0.9046
63.2982	13234	0.9046
63.3982	13208	0.9028
63.4982	13234	0.9046
63.5982	13442	0.9188
63.6982	13858	0.9473
63.7982	14612	0.9988
63.8982	15730	1.0752
63.9982	17056	1.1658
64.0982	18304	1.2512
64.1982	19136	1.3080
64.2982	19266	1.3169
64.3982	18642	1.2743
64.4982	17368	1.1872
64.5982	15834	1.0823
64.6982	14456	0.9881
64.7982	13624	0.9313
64.8982	13416	0.9170
64.9982	13728	0.9384
65.0982	14326	0.9792
65.1982	14924	1.0201
65.2983	15314	1.0468
65.3983	15340	1.0486
65.4983	15002	1.0254
65.5983	14378	0.9828
65.6983	13702	0.9366
65.7983	13130	0.8975
65.8983	12818	0.8762
65.9983	12792	0.8744
66.0983	13026	0.8904
66.1983	13416	0.9170
66.2983	13858	0.9473
66.3983	14196	0.9704
66.4983	14300	0.9775
66.5983	14118	0.9650
66.6983	13728	0.9384
66.7983	13260	0.9064
66.8983	12896	0.8815
66.9983	12688	0.8673
67.0983	12662	0.8655
67.1983	12766	0.8726
67.2983	12870	0.8797
67.3983	12974	0.8868
67.4983	13052	0.8922
67.5983	13130	0.8975
67.6983	13182	0.9010
67.7983	13156	0.8993
67.8983	13104	0.8957
67.9983	13000	0.8886
68.0983	12896	0.8815
68.1983	12818	0.8762
68.2983	12792	0.8744
68.3983	12870	0.8797
68.4983	13234	0.9046
68.5983	14378	0.9828
68.6983	16848	1.1516
68.7983	21060	1.4395
68.8983	27040	1.8483
68.9983	33930	2.3193
69.0983	39936	2.7298
69.1983	43030	2.9413
69.2983	42016	2.8720
69.3983	37206	2.5432
69.4983	30134	2.0598
69.5983	22854	1.5622
69.6983	17342	1.1854
69.7983	14534	0.9935
69.8983	14118	0.9650
69.9983	14924	1.0201
70.0983	15834	1.0823
70.1983	16198	1.1072
70.2983	15964	1.0912
70.3983	15236	1.0414
70.4983	14326	0.9792
70.5983	13546	0.9259
70.6983	13052	0.8922
70.7983	12844	0.8779
70.8983	12766	0.8726
70.9983	12740	0.8708
71.0983	12766	0.8726
71.1983	12792	0.8744
